NEU_E3	NEU_E3	NEU_E3	NEU_E4	NEU_E4	NEU_E4
MKNK1	99	94	94	98	107	150
MOB3C	34	46	30	35	37	38
ATPAF1	422	427	408	449	459	359
TEX38	3	3	4	2	2	6
EFCAB14-AS1	0	0	1	0	0	0
EFCAB14	239	260	206	266	254	231
CYP4B1	0	0	0	0	0	0
CYP4Z2P	0	1	0	0	0	0
CYP4A11	35	40	30	45	36	32
CYP4X1	332	275	216	324	319	203
CYP4Z1	1	1	2	1	3	2
CYP4A22	0	0	0	0	0	0
LINC00853	0	0	0	0	0	0
PDZK1IP1	0	0	0	0	0	0
TAL1	3	19	24	14	8	1
STIL	7	33	13	18	18	13
CMPK1	1299	1291	1281	1413	1471	1230
FOXE3	3	4	1	1	2	1
FOXD2-AS1	0	1	0	4	0	0
FOXD2	0	1	1	1	1	0
TRABD2B	5	2	0	1	3	1
SKINTL	0	0	0	1	1	0
SLC5A9	0	0	0	0	0	0
SPATA6	96	94	93	102	110	92
AGBL4	43	65	85	105	128	125
BEND5	288	265	238	221	267	261
ELAVL4	1553	1476	1375	1777	1545	1400
DMRTA2	0	5	0	4	3	3
FAF1	633	681	687	743	674	632
CDKN2C	8	72	11	13	4	4
C1orf185	0	0	0	0	0	0
RNF11	1882	2127	2343	2273	2488	2242
TTC39A	382	187	241	259	364	207
EPS15	2962	2910	3114	3475	3561	2713
OSBPL9	578	759	706	741	749	698
NRD1	1537	1791	1926	1920	2111	1848
MIR761	0	0	0	0	0	0
RAB3B	5572	5582	6203	11420	8814	9078
TXNDC12	381	418	407	417	433	368
KTI12	0	0	0	0	0	0
BTF3L4	896	1191	1261	1191	1343	1139
ZFYVE9	876	819	878	1025	1038	891
CC2D1B	130	126	93	108	101	119
ORC1	4	13	4	5	1	1
PRPF38A	262	369	272	332	287	324
ZCCHC11	410	664	524	694	555	424
GPX7	70	43	58	57	67	56
FAM159A	39	34	32	47	46	20
SELRC1	283	289	318	348	304	307
ZYG11B	1574	1770	1865	2275	2041	1764
ZYG11A	6	13	13	10	14	10
ECHDC2	7	4	5	5	5	5
SCP2	555	456	453	443	499	479
PODN	4	1	2	2	5	0
SLC1A7	0	0	0	0	0	0
CPT2	148	156	146	128	134	158
C1orf123	202	178	192	172	185	206
MAGOH	125	165	129	113	116	119
LOC100507564	9	5	3	2	2	4
LRP8	861	870	939	1241	1172	969
SLC25A3P1	0	0	0	0	0	0
DMRTB1	0	0	1	2	1	0
GLIS1	9	10	4	10	1	8
TMEM48	205	273	219	254	261	243
YIPF1	459	465	505	483	580	522
DIO1	0	0	0	0	2	0
HSPB11	142	149	135	153	180	145
LRRC42	144	171	146	169	158	201
LDLRAD1	0	0	0	0	1	0
TMEM59	981	1092	1140	1031	1264	1010
TCEANC2	54	67	42	94	61	53
MIR4781	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0
CYB5RL	39	22	14	31	25	17
MRPL37	428	492	474	373	489	411
SSBP3	464	879	718	823	798	778
ACOT11	6	5	8	1	3	1
FAM151A	0	0	0	0	0	0
MROH7	0	0	0	0	1	0
HEATR8-TTC4	1	0	0	0	0	0
TTC4	2	2	1	1	0	2
PARS2	71	52	59	61	55	42
TTC22	2	0	0	1	1	0
C1orf177	0	0	0	0	0	0
DHCR24	1562	2654	3502	3736	3739	3209
TMEM61	10	2	9	5	6	3
BSND	0	1	0	0	1	0
PCSK9	0	5	1	1	0	0
USP24	771	1012	1098	1294	1266	1090
LOC100507634	19	16	15	20	18	14
MIR4422	0	0	0	0	0	0
PPAP2B	29	44	31	27	16	6
PRKAA2	349	354	383	559	533	331
C1orf168	0	1	1	0	0	0
C8A	0	0	0	0	0	0
C8B	0	0	2	0	0	0
DAB1	111	93	131	174	112	45
OMA1	10	11	11	15	18	5
TACSTD2	0	0	0	0	1	0
MYSM1	209	263	197	274	242	232
JUN	407	815	500	679	666	795
LOC100131060	0	0	0	1	1	0
HSD52	0	0	0	0	0	0
FGGY	42	51	48	41	33	49
MIR4711	0	0	0	0	0	0
HOOK1	145	251	300	306	278	229
CYP2J2	0	3	0	0	1	0
C1orf87	0	0	1	5	1	1
NFIA	53	33	25	41	23	11
MGC34796	0	0	0	0	0	0
TM2D1	308	214	194	221	227	165
INADL	268	203	276	365	350	132
L1TD1	0	1	0	0	0	0
KANK4	9	9	17	17	14	9
USP1	143	224	181	186	225	189
DOCK7	550	857	783	1004	897	1006
ANGPTL3	0	0	0	0	0	0
ATG4C	107	111	96	116	119	57
LINC00466	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0
ALG6	112	120	140	134	154	118
ITGB3BP	49	61	36	33	58	22
EFCAB7	141	203	198	207	232	175
DLEU2L	1	0	2	0	0	0
PGM1	459	279	303	305	390	278
ROR1	8	33	12	19	18	14
UBE2U	0	0	0	0	0	0
CACHD1	285	434	431	516	482	619
MIR4794	0	0	0	0	0	0
RAVER2	56	106	102	111	103	112
JAK1	1928	2066	2569	2626	3109	3112
MIR3671	1	1	0	0	0	0
MIR101-1	0	0	0	0	0	0
AK4	537	228	223	396	355	298
DNAJC6	5133	4719	5816	6684	7146	5116
LEPROT	191	250	196	188	206	201
LEPR	92	105	68	111	83	61
PDE4B	597	760	1010	1090	1174	1430
SGIP1	1238	1031	1215	1612	1456	1058
MIR3117	0	0	0	0	0	0
TCTEX1D1	16	14	13	38	27	32
INSL5	0	0	0	1	0	0
WDR78	42	46	43	49	42	33
MIER1	189	234	217	241	255	231
SLC35D1	132	117	110	143	134	133
C1orf141	0	0	0	0	0	0
IL23R	0	0	0	0	0	0
IL12RB2	13	4	4	4	10	2
SERBP1	1131	1567	1680	1554	1730	1579
GADD45A	257	237	211	151	200	237
GNG12	19	134	49	36	42	33
GNG12-AS1	0	1	0	2	0	0
DIRAS3	10	10	6	3	3	1
WLS	26	142	18	29	27	14
MIR1262	0	0	0	0	0	0
RPE65	0	1	0	2	0	0
DEPDC1	1	21	0	4	1	2
LRRC7	99	100	175	185	232	93
PIN1P1	1	0	0	0	0	0
LRRC40	706	970	931	1099	1121	944
SRSF11	533	803	620	731	759	636
ANKRD13C	634	684	720	826	857	594
HHLA3	45	49	52	38	56	44
CTH	43	65	58	47	58	49
PTGER3	123	154	236	298	314	125
ZRANB2-AS1	0	0	0	1	0	1
ZRANB2	658	949	579	930	708	553
MIR186	1	0	1	0	0	0
ZRANB2-AS2	1	1	1	4	1	5
NEGR1	1514	1396	1803	2048	2094	1926
NEGR1-IT1	0	0	0	0	0	0
LRRIQ3	9	6	5	11	9	2
FPGT-TNNI3K	0	0	1	0	0	0
FPGT	48	41	51	52	57	37
TNNI3K	0	0	0	0	0	0
C1orf173	21	31	28	69	100	27
CRYZ	129	6	7	88	71	59
TYW3	37	2	3	41	35	24
LHX8	0	2	1	0	0	1
SLC44A5	206	164	183	221	175	159
ACADM	270	355	253	272	268	280
RABGGTB	611	493	526	511	582	497
SNORD45C	0	0	0	0	0	1
SNORD45A	0	1	0	0	0	0
SNORD45B	2	0	0	1	0	0
MSH4	0	0	1	2	2	3
ASB17	0	0	0	0	0	0
ST6GALNAC3	86	146	124	127	132	73
ST6GALNAC5	77	119	78	106	88	47
PIGK	416	367	402	460	568	319
AK5	759	520	799	718	803	308
ZZZ3	230	293	254	365	359	351
USP33	1099	1642	1597	1726	1900	1522
FAM73A	563	327	356	425	412	294
NEXN	2	41	5	13	3	2
FUBP1	756	1185	891	1433	1165	945
DNAJB4	200	242	234	265	318	222
GIPC2	3	11	7	12	9	7
MGC27382	0	0	0	0	0	0
PTGFR	115	60	85	102	71	51
IFI44L	0	8	1	2	4	0
IFI44	2	2	0	7	0	0
ELTD1	0	2	1	1	2	1
LPHN2	196	688	508	585	548	540
MIR548AP	0	0	0	0	0	0
TTLL7	631	489	441	882	599	546
PRKACB	3586	3038	4014	4615	5414	3815
SAMD13	11	6	7	6	3	3
UOX	0	0	0	0	0	0
DNASE2B	3	0	0	0	0	1
RPF1	149	213	182	175	193	161
GNG5	53	192	33	44	32	28
CTBS	47	42	27	37	36	41
C1orf180	0	0	0	0	0	0
SSX2IP	247	177	141	179	205	145
LPAR3	0	1	0	0	1	3
MCOLN2	1	0	0	1	0	0
MCOLN3	1	2	1	3	0	0
WDR63	4	4	5	4	1	0
MIR4423	0	0	0	0	0	0
SYDE2	19	30	22	50	29	31
C1orf52	547	629	688	780	791	633
BCL10	96	175	166	112	161	189
LOC646626	2	1	2	2	3	2
DDAH1	3965	2619	3276	3475	4219	2763
CYR61	9	119	11	59	18	1
ZNHIT6	207	322	287	289	293	284
COL24A1	8	6	1	1	2	2
ODF2L	294	336	274	404	345	252
CLCA2	0	0	0	0	0	0
CLCA1	0	0	1	0	0	0
CLCA4	0	2	1	0	0	0
CLCA3P	0	0	0	0	0	0
SH3GLB1	1669	2501	2451	3094	2752	2600
SEP15	739	733	817	640	935	644
HS2ST1	325	479	543	537	619	507
LOC339524	4	11	14	23	11	24
LMO4	1406	415	447	464	499	679
LOC100505768	0	0	0	0	0	0
PKN2	107	181	128	134	154	144
GTF2B	239	277	265	251	288	212
CCBL2	110	119	114	97	102	79
RBMXL1	254	312	367	353	483	374
GBP3	0	0	0	0	0	0
GBP1	0	0	1	0	2	0
GBP2	9	10	0	1	1	1
GBP7	0	0	0	0	0	0
GBP4	0	0	0	0	1	0
GBP5	0	0	0	0	0	0
GBP6	0	0	0	1	0	0
GBP1P1	0	0	0	0	0	0
LRRC8B	343	330	326	409	315	444
FLJ27354	12	6	5	5	5	6
LRRC8C	183	115	126	142	171	81
LRRC8D	670	787	782	815	844	841
GEMIN8P4	22	21	22	32	22	21
ZNF326	192	214	231	217	213	220
BARHL2	6	30	63	64	77	63
ZNF644	460	762	738	765	857	734
HFM1	23	29	13	19	14	5
CDC7	107	130	122	153	161	146
TGFBR3	7	11	8	7	10	2
BRDT	0	0	0	0	0	0
EPHX4	21	8	14	21	19	13
BTBD8	0	3	4	8	2	1
KIAA1107	1123	834	961	1263	1334	639
C1orf146	0	0	0	0	0	0
GLMN	140	111	119	111	158	117
RPAP2	93	82	70	139	80	62
GFI1	0	1	1	4	0	2
EVI5	209	252	229	250	198	215
RPL5	2343	3445	2583	2763	2738	2888
FAM69A	321	372	457	421	523	394
SNORD21	1	0	0	1	0	0
SNORA66	0	0	0	0	0	0
MTF2	308	505	431	455	411	481
TMED5	342	365	290	354	401	311
CCDC18	8	21	14	20	12	12
LOC100131564	41	40	22	41	28	26
DR1	748	945	839	1083	1010	725
FNBP1L	1332	2940	2343	3482	2700	3384
BCAR3	22	52	17	44	39	120
LOC100129046	0	0	0	1	0	1
MIR760	6	0	0	3	1	1
DNTTIP2	573	655	618	517	579	534
GCLM	99	53	48	84	69	61
ABCA4	0	0	6	3	3	1
ARHGAP29	62	30	44	56	41	29
ABCD3	605	515	658	603	693	608
F3	2	4	0	4	1	1
SLC44A3	87	76	79	79	91	67
CNN3	591	1165	690	913	880	887
LOC729970	45	55	80	109	86	63
ALG14	97	111	135	79	113	112
TMEM56	104	85	84	124	152	109
TMEM56-RWDD3	3	5	1	4	2	7
RWDD3	50	48	34	38	52	34
FLJ31662	0	0	0	0	0	1
PTBP2	632	1181	1199	1143	1516	1289
DPYD	14	7	10	13	11	5
DPYD-AS1	0	0	0	0	0	0
MIR137HG	16	8	13	18	20	20
MIR2682	0	0	0	0	0	0
MIR137	0	0	0	0	0	0
LOC729987	2	3	1	1	1	3
SNX7	64	43	39	35	50	40
LPPR5	779	464	630	725	766	446
LOC100129620	1	2	1	3	1	2
LPPR4	1923	757	1152	1318	1374	597
PALMD	3	20	0	5	1	1
MIR548AA1	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0
FRRS1	0	3	0	0	0	0
AGL	407	353	369	450	492	380
SLC35A3	112	107	104	102	120	76
HIAT1	830	771	936	857	928	905
SASS6	39	75	66	81	68	69
TRMT13	47	79	25	53	33	38
LRRC39	26	28	42	24	27	25
DBT	307	251	242	304	348	308
RTCA	668	691	701	729	742	629
MIR553	0	0	0	0	0	0
CDC14A	5	11	7	12	15	12
GPR88	21	31	22	27	31	14
LOC100128787	0	0	0	0	0	0
VCAM1	2	18	4	3	2	0
EXTL2	224	262	213	243	303	277
SLC30A7	168	235	179	257	208	194
DPH5	105	154	113	143	148	132
S1PR1	0	11	1	0	1	0
RNU6-6	0	0	0	0	0	0
OLFM3	722	683	848	1028	956	686
DNAJA1P5	1	0	0	0	0	1
COL11A1	4	213	10	16	38	6
RNPC3	79	90	84	89	101	83
AMY2B	17	7	3	15	3	8
ACTG1P4	3	4	1	2	3	3
AMY2A	1	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	0	0	0	0	0	0
PRMT6	308	331	313	339	343	332
NTNG1	252	156	176	124	130	146
VAV3	232	338	238	334	260	268
VAV3-AS1	0	0	0	0	0	0
SLC25A24	206	322	330	294	328	298
NBPF4	0	0	0	0	0	0
NBPF6	0	0	1	0	0	0
FAM102B	2257	1037	1213	1541	1481	1234
HENMT1	64	110	121	117	158	116
PRPF38B	190	411	319	346	372	275
FNDC7	0	0	0	0	0	0
STXBP3	119	126	115	121	124	99
AKNAD1	1	1	0	0	0	0
SRG7	0	0	0	0	0	0
GPSM2	15	82	10	26	14	13
CLCC1	422	440	470	565	531	481
WDR47	1616	2056	2273	2509	2743	2139
TAF13	158	180	176	119	182	137
TMEM167B	488	594	666	661	642	691
SCARNA2	0	3	3	0	0	0
C1orf194	8	9	12	16	15	3
KIAA1324	333	394	489	574	515	488
SARS	2848	2589	2789	2301	2530	2578
CELSR2	1700	2215	2431	3165	2670	2029
PSRC1	33	59	37	40	19	22
MYBPHL	0	2	0	0	0	0
SORT1	1604	1371	1741	1807	2011	1586
PSMA5	627	763	732	653	746	574
SYPL2	2	4	0	4	0	0
ATXN7L2	128	126	76	111	70	103
CYB561D1	296	219	225	262	244	225
AMIGO1	271	198	218	288	286	223
GPR61	111	72	79	85	79	91
GNAI3	844	1238	1099	1201	1245	1123
MIR197	0	1	0	1	0	0
GNAT2	0	0	0	1	0	0
AMPD2	1285	1124	1375	1418	1560	1353
GSTM4	84	58	44	43	49	66
GSTM2	96	60	57	57	81	82
GSTM1	5	1	4	5	2	6
GSTM5	0	0	2	0	0	0
GSTM3	1015	757	814	898	917	1002
EPS8L3	0	0	0	0	0	0
CSF1	24	23	34	23	25	22
AHCYL1	735	753	616	880	618	726
STRIP1	781	887	980	1051	902	1012
ALX3	0	0	2	1	0	0
UBL4B	0	1	0	2	0	0
SLC6A17	1719	1231	1432	1621	1794	1611
KCNC4	1102	585	765	914	933	560
LOC440600	0	1	1	1	0	0
RBM15	68	82	99	84	77	93
SLC16A4	3	14	6	3	1	4
LAMTOR5	507	531	622	429	581	512
PROK1	3	4	5	2	1	0
CYMP	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0
KCNA2	180	155	182	266	229	191
KCNA3	73	59	53	91	65	44
CD53	0	0	0	0	0	0
LRIF1	170	486	384	423	540	419
DRAM2	94	135	87	157	128	134
CEPT1	188	163	149	203	195	166
DENND2D	0	1	0	3	2	0
CHI3L2	0	0	0	0	0	1
CHIAP2	0	0	0	0	0	0
CHIA	1	0	0	1	1	0
PIFO	11	7	4	8	9	2
PGCP1	0	0	0	0	0	0
OVGP1	15	10	19	16	14	12
WDR77	341	330	294	297	335	296
ATP5F1	766	816	930	774	1099	808
C1orf162	3	9	6	2	5	3
ADORA3	0	0	0	0	0	0
LOC100129269	0	3	2	1	1	2
RAP1A	182	287	268	270	323	242
FAM212B	49	233	83	127	86	89
LOC100506343	66	136	109	146	94	145
DDX20	163	233	240	194	209	219
KCND3	262	155	151	318	182	118
LOC643355	26	11	13	24	24	10
CTTNBP2NL	398	634	476	718	652	622
MIR4256	0	0	0	0	0	0
WNT2B	3	18	6	14	5	4
ST7L	119	120	119	122	117	138
CAPZA1	1045	1374	1301	1153	1404	1187
MOV10	68	69	34	51	49	56
RHOC	633	653	515	603	619	889
PPM1J	86	36	71	59	49	54
FAM19A3	0	1	0	0	1	1
SLC16A1	194	300	160	141	180	188
AKR7A2P1	0	0	0	0	0	0
LRIG2	97	168	110	188	124	195
LOC643441	0	0	0	1	0	0
MAGI3	497	537	531	767	601	464
PHTF1	250	327	329	296	297	240
RSBN1	521	753	692	837	832	732
PTPN22	1	2	0	1	1	0
AP4B1-AS1	0	1	0	2	0	0
BCL2L15	5	3	4	4	10	3
AP4B1	172	239	202	198	246	198
DCLRE1B	68	106	101	106	101	114
HIPK1	503	660	570	775	675	708
OLFML3	1	10	1	2	3	0
SYT6	128	259	333	317	335	280
TRIM33	597	1086	865	1226	983	935
BCAS2	472	587	584	514	604	445
DENND2C	10	5	5	6	7	5
AMPD1	0	0	0	0	0	0
NRAS	878	1059	965	1051	1136	1113
CSDE1	5693	7477	6518	7364	6795	7885
SIKE1	1053	844	912	1012	1033	931
SYCP1	0	0	0	0	0	0
TSHB	0	2	0	1	0	0
TSPAN2	627	535	530	715	802	743
NGF	0	4	5	2	0	1
VANGL1	205	137	166	192	188	154
CASQ2	0	0	1	0	0	1
NHLH2	489	892	942	862	1080	625
SLC22A15	348	296	353	418	392	325
MAB21L3	4	1	4	5	1	4
ATP1A1	2506	2337	2617	2799	2764	2627
ATP1A1OS	14	15	17	17	13	16
CD58	18	24	22	23	27	14
IGSF3	968	1476	1302	1853	1667	1787
MIR320B1	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	418	542	463	572	563	443
CD101	8	8	4	9	8	8
TTF2	33	47	16	19	12	16
MIR942	0	0	0	0	0	0
TRIM45	20	27	7	21	10	18
VTCN1	4	4	4	5	3	5
MAN1A2	493	391	397	728	487	378
FAM46C	3	3	4	0	2	1
GDAP2	126	132	111	159	141	125
WDR3	351	400	400	374	471	391
SPAG17	9	16	5	12	10	3
TBX15	2	30	4	6	0	1
WARS2	154	99	127	99	116	119
HAO2	1	0	0	0	0	0
HSD3B2	0	0	0	0	0	0
HSD3B1	0	0	0	0	0	0
HSD3BP4	0	0	0	0	0	0
LINC00622	8	14	22	24	25	8
ZNF697	392	604	700	629	682	680
PHGDH	456	423	212	215	147	286
HMGCS2	0	1	1	1	0	0
REG4	0	0	0	0	0	0
NBPF7	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	8	147	6	75	33	16
FAM72B	1	2	0	3	1	0
HIST2H2BA	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0
SRGAP2D	17	13	16	19	13	8
EMBP1	12	16	13	27	11	13
ANKRD20A12P	0	1	0	0	0	0
LOC100130000	2	0	0	0	1	0
FLJ39739	1	0	1	0	0	1
LOC100286793	1	0	0	0	1	0
PPIAL4G	0	0	0	0	0	0
FAM72D	0	1	0	0	0	0
LINC00623	0	0	0	0	0	0
LOC728875	0	1	2	1	4	0
PPIAL4C	0	0	0	0	0	0
PPIAL4B	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	0	2	0	0	0	0
NBPF9	49	40	28	41	31	42
LOC653513	29	23	19	35	22	39
PDE4DIP	2087	2024	2088	3089	3150	4116
SEC22B	627	551	500	594	596	676
NOTCH2NL	16	16	4	5	9	15
NBPF10	3	7	3	1	1	9
HFE2	1	0	0	1	1	2
TXNIP	461	2145	1539	1821	1280	2989
POLR3GL	177	252	330	272	297	247
ANKRD34A	212	127	168	164	182	164
LIX1L	89	128	103	154	128	134
RBM8A	1059	1416	1169	1207	1229	1230
GNRHR2	25	22	24	29	28	28
PEX11B	441	396	422	384	423	371
ITGA10	3	3	0	0	2	2
ANKRD35	110	54	65	71	66	81
PIAS3	328	398	394	420	446	473
NUDT17	15	23	6	19	13	12
POLR3C	250	311	289	300	274	319
RNF115	192	252	197	313	257	227
CD160	0	0	0	0	0	0
PDZK1	1	2	7	2	5	2
GPR89A	7	6	8	8	1	7
GPR89C	0	0	0	0	0	0
PDZK1P1	0	0	0	0	0	0
NBPF11	0	0	0	0	0	0
NBPF24	0	0	0	0	0	0
HYDIN2	0	0	0	0	1	1
LOC728989	3	2	2	6	4	5
PRKAB2	580	569	586	697	674	737
PDIA3P	35	31	44	30	41	39
FMO5	4	1	1	2	2	0
CHD1L	96	139	107	105	103	123
LINC00624	1	1	0	1	0	0
BCL9	560	845	761	1028	877	902
ACP6	10	9	1	5	2	5
GJA5	0	0	0	0	0	0
GJA8	0	0	0	0	0	0
GPR89B	0	0	3	2	1	0
MIR5087	5	3	0	1	1	1
NBPF14	10	15	8	13	5	10
PPIAL4F	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
NBPF15	21	16	5	17	17	20
NBPF16	1	0	3	0	1	1
PPIAL4E	0	0	0	0	0	0
LOC645166	8	5	2	10	7	9
LOC388692	29	50	62	78	64	71
FCGR1C	0	0	0	0	0	0
FAM91A2	5	4	2	3	5	11
HIST2H2BF	1	0	0	0	0	0
FCGR1A	0	0	0	0	0	0
HIST2H3D	0	0	0	0	0	0
HIST2H4A	0	0	0	0	0	0
HIST2H4B	0	0	0	0	0	0
HIST2H3C	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0
HIST2H2AA4	0	0	0	0	0	0
HIST2H2AA3	0	0	0	0	0	0
HIST2H2BC	3	1	0	3	0	0
HIST2H2BE	252	502	693	466	730	537
HIST2H2AC	0	0	2	0	0	0
HIST2H2AB	0	0	0	0	0	0
BOLA1	70	57	37	32	35	37
SV2A	5053	6581	8387	7983	10154	7442
SF3B4	354	504	555	446	464	566
MTMR11	11	6	1	2	2	0
OTUD7B	57	100	52	90	66	67
VPS45	404	562	563	522	577	543
PLEKHO1	293	457	475	378	421	492
ANP32E	250	394	249	267	296	302
CA14	0	13	2	4	3	1
APH1A	443	588	525	496	534	606
C1orf54	34	42	11	17	14	20
C1orf51	39	45	33	52	35	40
MRPS21	634	635	658	640	635	568
PRPF3	117	197	152	200	147	161
RPRD2	630	864	906	1206	1119	880
TARS2	257	225	219	217	240	257
ECM1	75	51	27	32	13	14
LINC00568	3	0	0	1	0	0
ADAMTSL4	47	15	12	18	11	17
MIR4257	0	0	0	0	0	0
MCL1	560	1165	764	854	942	942
ENSA	1078	1002	960	1019	1085	870
GOLPH3L	139	145	143	151	199	168
HORMAD1	1	6	2	3	6	0
CTSS	5	8	5	12	4	6
CTSK	7	11	8	10	7	4
ARNT	147	280	192	271	197	279
SETDB1	248	365	301	317	329	404
CERS2	358	449	409	396	437	369
ANXA9	1	4	0	2	0	1
FAM63A	165	209	150	230	177	275
PRUNE	490	532	578	598	649	535
BNIPL	4	4	3	5	4	2
C1orf56	45	32	40	52	42	32
CDC42SE1	405	578	459	534	418	508
MLLT11	5512	8530	9490	8166	10117	9066
GABPB2	5	19	4	15	6	7
SEMA6C	500	733	577	860	760	747
TNFAIP8L2	0	0	0	0	0	0
TNFAIP8L2-SCNM1	0	0	0	0	0	0
LYSMD1	201	227	220	226	215	220
SCNM1	2	1	1	2	0	3
TMOD4	1	3	3	3	7	4
VPS72	412	645	598	583	585	624
PIP5K1A	226	324	282	315	299	339
PSMD4	824	1068	1034	946	901	926
ZNF687	193	256	238	220	201	226
PI4KB	688	676	729	749	717	762
RFX5	202	300	247	378	275	240
SELENBP1	0	10	2	6	1	0
PSMB4	1760	1704	1873	1503	1644	1720
POGZ	756	1173	1089	1276	1183	1265
CGN	85	79	53	65	73	50
TUFT1	228	275	279	342	302	374
MIR554	0	0	0	0	0	0
SNX27	962	984	1012	1284	1245	972
CELF3	2104	3072	2693	3602	2809	2624
RIIAD1	35	23	32	34	41	14
MRPL9	350	347	333	282	320	316
OAZ3	7	6	13	2	15	6
TDRKH	151	256	231	292	216	218
LINGO4	5	2	1	3	3	5
RORC	2	4	0	5	1	3
C2CD4D	1	0	2	0	0	0
LOC100132111	3	0	0	4	2	1
THEM5	1	1	0	0	0	0
THEM4	385	444	536	497	582	547
S100A10	2787	1783	1983	2063	2687	2135
S100A11	69	281	28	57	41	47
TCHHL1	0	0	0	0	0	0
TCHH	1	3	3	1	4	4
RPTN	0	0	0	0	0	0
HRNR	0	0	0	0	0	0
FLG	0	0	0	0	0	0
FLG2	0	0	0	0	0	0
CRNN	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0
KPRP	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
SMCP	0	0	0	0	0	0
IVL	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2E	0	0	0	0	1	0
SPRR2F	0	3	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2G	0	0	2	1	0	3
LELP1	0	0	0	0	0	0
PRR9	0	0	0	0	0	0
LOR	0	0	0	3	2	4
PGLYRP3	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0
S100A9	0	0	0	0	1	0
S100A12	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A6	134	78	73	82	138	100
S100A5	0	0	0	0	0	0
S100A4	5	8	0	2	2	2
S100A3	0	0	0	0	0	0
S100A2	2	1	1	0	1	0
S100A16	0	23	3	3	1	1
S100A14	0	0	0	0	0	0
S100A13	174	157	106	143	179	156
S100A1	2	2	0	1	1	1
CHTOP	776	828	808	831	1039	844
SNAPIN	198	214	185	204	197	217
ILF2	1104	1547	1421	1227	1446	1434
NPR1	0	4	0	2	3	2
INTS3	657	673	572	711	656	577
SLC27A3	157	137	94	110	129	98
GATAD2B	564	846	798	1009	886	965
DENND4B	851	610	542	766	620	703
CRTC2	105	123	91	101	106	120
SLC39A1	114	214	129	145	132	82
CREB3L4	4	27	10	17	12	8
JTB	598	496	567	463	584	421
RAB13	1	53	4	10	3	1
RPS27	3	3	7	6	3	4
NUP210L	0	1	0	1	0	0
TPM3	1463	1949	2089	1741	1905	1837
MIR190B	0	0	0	0	0	0
C1orf189	0	1	1	0	0	0
C1orf43	1393	1327	1445	1262	1544	1315
UBAP2L	1561	2022	1956	2201	2037	2285
HAX1	617	472	473	430	482	463
AQP10	0	0	0	0	0	0
ATP8B2	468	437	378	469	483	395
IL6R	8	3	7	3	1	2
SHE	2	31	17	14	23	12
TDRD10	4	4	4	1	2	1
UBE2Q1	861	1041	1145	1093	1265	1098
CHRNB2	871	687	993	987	1101	1077
ADAR	2975	3158	3162	3951	3735	3305
KCNN3	147	204	209	256	235	102
PMVK	206	165	180	140	168	173
PBXIP1	15	109	10	31	24	10
PYGO2	417	533	519	432	555	601
SHC1	454	447	299	441	300	329
CKS1B	2	4	2	1	1	1
MIR4258	0	0	0	0	0	0
FLAD1	246	222	215	216	222	220
LENEP	0	0	0	0	0	0
ZBTB7B	29	14	7	15	10	10
DCST2	4	4	0	6	3	2
DCST1	1	1	0	0	0	0
LOC100505666	16	11	7	13	17	4
ADAM15	277	156	122	145	112	98
EFNA4	1	15	3	4	1	2
