AST_E3	AST_E3	AST_E3	AST_E4	AST_E4	AST_E4
CYP4A11	0	0	0	0	0	0
CYP4X1	10	4	8	6	8	21
CYP4Z1	0	0	0	0	0	0
CYP4A22	0	0	0	0	0	0
LINC00853	0	2	0	0	1	5
PDZK1IP1	0	0	0	0	0	0
TAL1	0	0	0	0	0	0
STIL	105	178	183	116	145	127
CMPK1	1113	1240	1228	1151	1483	1684
FOXE3	0	0	0	0	0	0
FOXD2-AS1	0	0	0	0	1	0
FOXD2	0	1	0	0	0	0
TRABD2B	25	12	2	0	3	1
SKINTL	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0
SPATA6	75	87	71	55	148	175
AGBL4	0	1	0	2	0	0
BEND5	7	13	6	0	17	9
ELAVL4	0	0	0	0	0	0
DMRTA2	0	1	0	0	0	0
FAF1	292	325	330	181	376	436
CDKN2C	62	67	115	30	42	46
C1orf185	0	0	0	0	0	0
RNF11	878	1024	884	467	1114	1114
TTC39A	4	7	9	2	9	13
EPS15	892	999	870	523	1051	1048
OSBPL9	476	656	511	339	660	715
NRD1	1329	1442	1415	805	1728	1895
MIR761	0	0	0	0	0	0
RAB3B	340	875	488	217	676	501
TXNDC12	322	332	332	200	420	464
KTI12	0	0	0	0	0	0
BTF3L4	325	361	367	203	464	457
ZFYVE9	296	333	358	161	404	523
CC2D1B	326	378	261	75	415	376
ORC1	42	55	55	15	36	32
PRPF38A	246	285	288	143	285	355
ZCCHC11	288	462	317	293	444	514
GPX7	542	359	376	89	395	342
FAM159A	0	0	0	0	0	0
SELRC1	145	166	143	39	152	161
ZYG11B	545	771	706	407	964	920
ZYG11A	1	0	2	2	1	1
ECHDC2	20	11	12	8	12	21
SCP2	469	501	582	305	598	670
PODN	18	6	30	1	24	28
SLC1A7	0	0	0	0	0	0
CPT2	153	170	186	53	179	198
C1orf123	242	225	252	114	323	274
MAGOH	172	166	215	86	169	199
LOC100507564	4	5	5	4	6	11
LRP8	40	66	65	39	74	61
SLC25A3P1	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0
GLIS1	29	17	31	2	42	10
TMEM48	251	455	429	270	406	406
YIPF1	174	229	194	89	261	258
DIO1	0	0	0	0	0	0
HSPB11	95	60	102	91	116	135
LRRC42	236	223	207	85	231	282
LDLRAD1	0	0	0	0	0	0
TMEM59	1168	1192	1081	605	1598	1615
TCEANC2	76	96	80	38	85	97
MIR4781	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0
CYB5RL	19	34	25	6	25	33
MRPL37	697	674	648	211	777	726
SSBP3	173	189	156	60	179	177
ACOT11	21	14	26	2	32	21
FAM151A	0	0	0	0	0	0
MROH7	0	0	1	0	0	0
HEATR8-TTC4	0	0	0	0	0	0
TTC4	0	1	0	0	0	1
PARS2	45	59	61	10	52	59
TTC22	0	0	0	0	0	0
C1orf177	0	0	0	0	0	0
DHCR24	811	884	1187	220	820	746
TMEM61	3	0	0	0	2	0
BSND	0	0	0	0	0	0
PCSK9	14	7	7	1	15	1
USP24	556	994	837	524	1035	1072
LOC100507634	7	4	5	4	6	3
MIR4422	0	0	0	0	0	0
PPAP2B	1314	895	1055	629	1956	2009
PRKAA2	65	76	64	62	103	128
C1orf168	0	0	0	2	0	0
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
DAB1	47	83	85	22	69	86
OMA1	57	50	86	63	121	119
TACSTD2	0	0	0	0	0	0
MYSM1	145	252	226	175	267	289
JUN	1423	1047	1188	201	1128	900
LOC100131060	1	0	0	0	0	0
HSD52	0	0	0	0	0	0
FGGY	52	50	43	12	55	74
MIR4711	0	0	0	0	0	0
HOOK1	4	15	2	8	3	25
CYP2J2	7	7	11	5	17	10
C1orf87	0	0	2	0	0	4
NFIA	464	241	870	318	514	592
MGC34796	0	0	0	0	0	0
TM2D1	155	149	161	109	182	196
INADL	117	182	102	59	163	191
L1TD1	4	2	5	6	15	3
KANK4	16	9	10	3	10	6
USP1	347	497	524	410	523	582
DOCK7	689	796	890	552	1046	1011
ANGPTL3	0	0	0	0	0	0
ATG4C	80	99	80	97	121	111
LINC00466	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0
ALG6	92	116	125	82	148	152
ITGB3BP	37	52	64	67	40	52
EFCAB7	27	42	38	26	42	53
DLEU2L	0	2	0	0	0	0
PGM1	796	753	637	226	845	862
ROR1	766	852	887	344	855	724
UBE2U	0	0	0	0	0	0
CACHD1	354	332	251	120	257	308
MIR4794	0	0	0	0	0	0
RAVER2	187	224	170	115	208	254
JAK1	1420	1689	1638	977	2451	2635
MIR3671	0	0	0	0	0	0
MIR101-1	0	0	0	0	0	0
AK4	279	368	380	237	540	421
DNAJC6	152	251	163	186	312	261
LEPROT	1248	1465	1414	760	1859	1863
LEPR	180	302	284	418	408	610
PDE4B	65	133	37	32	76	128
SGIP1	45	71	83	61	93	47
MIR3117	0	0	0	0	0	0
TCTEX1D1	0	3	7	8	10	4
INSL5	0	0	1	0	0	1
WDR78	23	38	35	13	40	41
MIER1	302	432	448	338	464	586
SLC35D1	318	416	353	188	551	533
C1orf141	0	0	0	0	0	0
IL23R	0	0	0	0	0	0
IL12RB2	1	5	0	0	3	1
SERBP1	1789	2156	2447	1190	2712	2753
GADD45A	447	398	406	213	445	426
GNG12	2147	2809	2899	1989	4354	3779
GNG12-AS1	3	1	1	10	1	1
DIRAS3	35	69	135	19	21	67
WLS	1142	992	1078	304	1383	1044
MIR1262	0	0	0	0	0	0
RPE65	4	0	1	0	0	0
DEPDC1	116	198	261	209	171	149
LRRC7	0	1	0	0	1	0
PIN1P1	0	0	0	0	0	0
LRRC40	247	297	314	196	278	330
SRSF11	607	755	793	403	775	1019
ANKRD13C	324	357	398	266	479	523
HHLA3	78	56	50	17	84	57
CTH	99	86	46	22	70	79
PTGER3	0	0	0	0	0	0
ZRANB2-AS1	0	0	0	29	0	0
ZRANB2	439	567	583	460	568	676
MIR186	0	0	1	0	0	1
ZRANB2-AS2	1	2	3	1	2	2
NEGR1	90	199	287	86	224	156
NEGR1-IT1	0	0	0	0	0	0
LRRIQ3	2	5	0	1	5	3
FPGT-TNNI3K	0	0	0	0	0	1
FPGT	90	114	114	77	124	172
TNNI3K	0	0	0	0	0	0
C1orf173	1	0	0	0	0	0
CRYZ	84	92	103	74	153	180
TYW3	91	89	112	105	145	182
LHX8	15	8	35	28	54	67
SLC44A5	61	101	71	39	61	84
ACADM	138	171	148	109	161	222
RABGGTB	339	304	390	200	414	455
SNORD45C	0	0	0	0	0	0
SNORD45A	0	0	2	0	0	0
SNORD45B	0	0	0	0	0	0
MSH4	0	1	1	0	2	2
ASB17	0	0	0	0	0	0
ST6GALNAC3	48	67	18	30	70	86
ST6GALNAC5	6	16	4	0	2	7
PIGK	491	576	584	470	649	812
AK5	33	49	43	17	51	24
ZZZ3	376	537	442	315	523	694
USP33	503	747	639	456	731	913
FAM73A	191	224	269	215	315	319
NEXN	778	815	605	720	873	1259
FUBP1	824	892	826	527	1087	1209
DNAJB4	589	432	422	395	643	668
GIPC2	2	3	5	1	1	2
MGC27382	0	0	0	0	0	0
PTGFR	30	12	6	20	49	66
IFI44L	218	297	324	253	365	571
IFI44	64	52	88	58	52	64
ELTD1	807	946	1237	848	1650	1916
LPHN2	1455	1629	1697	854	1697	2054
MIR548AP	0	0	0	0	0	0
TTLL7	63	62	70	53	62	72
PRKACB	517	625	511	368	686	726
SAMD13	13	25	13	8	8	16
UOX	0	1	0	0	0	0
DNASE2B	0	0	0	0	0	0
RPF1	228	247	281	154	305	354
GNG5	918	776	817	270	1010	858
CTBS	208	205	230	135	269	280
C1orf180	0	0	0	0	0	0
SSX2IP	132	189	239	219	210	294
LPAR3	0	0	5	0	0	0
MCOLN2	3	4	4	2	1	6
MCOLN3	0	10	4	5	10	6
WDR63	26	50	27	17	44	41
MIR4423	0	0	0	0	0	0
SYDE2	21	52	32	28	44	48
C1orf52	176	165	190	75	178	208
BCL10	282	297	266	143	299	305
LOC646626	1	1	2	2	0	1
DDAH1	1008	1362	914	721	1449	1089
CYR61	1437	1377	1151	329	1839	1314
ZNHIT6	401	470	322	296	468	653
COL24A1	10	24	19	5	14	25
ODF2L	76	114	99	119	109	130
CLCA2	10	6	2	9	3	1
CLCA1	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0
CLCA3P	0	0	0	0	0	0
SH3GLB1	1313	1487	1474	918	1746	1713
SEP15	1115	1039	1231	869	1235	1508
HS2ST1	405	609	578	273	478	490
LOC339524	2	2	3	0	0	3
LMO4	345	476	229	106	331	374
LOC100505768	0	0	0	0	0	0
PKN2	480	660	727	464	753	847
GTF2B	179	132	145	84	185	221
CCBL2	161	172	193	120	174	206
RBMXL1	118	154	145	94	169	218
GBP3	266	262	327	152	274	287
GBP1	340	293	306	112	322	323
GBP2	105	118	103	20	56	64
GBP7	0	0	0	0	0	0
GBP4	0	0	0	0	0	0
GBP5	1	8	0	0	0	0
GBP6	0	0	0	0	0	0
GBP1P1	0	0	0	0	0	0
LRRC8B	51	108	126	74	89	114
FLJ27354	2	0	0	0	2	0
LRRC8C	139	201	307	121	233	239
LRRC8D	507	346	635	183	404	495
GEMIN8P4	6	6	6	0	7	3
ZNF326	199	257	223	199	293	346
BARHL2	0	0	0	0	0	0
ZNF644	367	514	477	384	505	646
HFM1	0	1	0	2	2	0
CDC7	48	52	88	41	53	72
TGFBR3	191	122	244	144	383	541
BRDT	0	0	0	0	0	0
EPHX4	42	59	24	22	31	53
BTBD8	2	8	2	1	2	6
KIAA1107	31	46	34	35	51	74
C1orf146	0	0	0	0	0	0
GLMN	62	70	76	63	103	92
RPAP2	110	137	126	92	149	158
GFI1	1	0	0	0	0	0
EVI5	390	393	375	326	510	529
RPL5	3602	3942	3639	2143	4430	5804
FAM69A	96	81	91	38	75	71
SNORD21	0	1	0	0	0	0
SNORA66	0	0	0	0	0	0
MTF2	162	197	166	103	172	170
TMED5	632	859	754	582	876	1107
CCDC18	38	48	59	74	47	47
LOC100131564	11	17	23	4	22	22
DR1	659	678	720	442	771	930
FNBP1L	682	1005	615	379	629	808
BCAR3	194	238	119	42	207	150
LOC100129046	0	1	0	1	0	0
MIR760	0	0	0	0	0	0
DNTTIP2	520	584	548	484	612	797
GCLM	158	238	133	111	166	203
ABCA4	12	15	4	2	8	4
ARHGAP29	1617	2482	2998	2378	3624	4047
ABCD3	502	616	580	474	798	923
F3	719	783	643	398	1119	834
SLC44A3	48	50	44	22	55	53
CNN3	2171	2761	2462	1156	2576	2789
LOC729970	19	18	21	10	22	21
ALG14	58	49	60	28	65	78
TMEM56	81	125	39	66	80	124
TMEM56-RWDD3	0	2	1	2	2	2
RWDD3	31	38	34	29	35	51
FLJ31662	0	0	0	0	0	0
PTBP2	69	147	108	65	117	137
DPYD	190	331	598	290	499	850
DPYD-AS1	0	1	0	1	0	0
MIR137HG	1	0	1	0	0	1
MIR2682	0	0	0	0	1	0
MIR137	0	0	0	0	0	0
LOC729987	3	6	5	4	12	7
SNX7	398	401	392	258	470	550
LPPR5	2	2	6	0	4	3
LOC100129620	0	0	0	0	0	0
LPPR4	12	6	6	10	53	51
PALMD	85	28	23	14	14	48
MIR548AA1	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0
FRRS1	9	6	10	6	21	19
AGL	221	311	231	208	365	447
SLC35A3	141	155	175	128	217	227
HIAT1	397	479	552	264	673	690
SASS6	21	66	50	61	46	34
TRMT13	55	81	106	108	94	125
LRRC39	0	1	0	19	0	0
DBT	289	356	318	184	315	363
RTCA	365	304	390	244	453	449
MIR553	0	0	1	0	0	1
CDC14A	23	37	42	28	45	52
GPR88	1	3	4	0	0	1
LOC100128787	0	0	0	0	0	0
VCAM1	21	10	46	37	159	102
EXTL2	241	262	302	159	376	359
SLC30A7	427	642	572	386	736	688
DPH5	196	197	173	112	218	223
S1PR1	44	44	15	6	21	20
RNU6-6	0	0	0	0	0	0
OLFM3	0	0	0	0	0	1
DNAJA1P5	0	0	0	0	0	0
COL11A1	6618	4650	7857	1467	6130	6304
RNPC3	27	40	38	28	47	55
AMY2B	0	2	4	1	1	1
ACTG1P4	0	2	1	2	1	1
AMY2A	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
LOC100129138	0	0	0	0	0	0
PRMT6	240	253	200	81	243	210
NTNG1	20	87	23	0	27	11
VAV3	11	18	10	2	7	8
VAV3-AS1	0	0	0	0	0	0
SLC25A24	592	685	792	609	902	1039
NBPF4	0	0	0	0	0	0
NBPF6	0	0	0	0	0	0
FAM102B	102	101	215	85	155	209
HENMT1	12	18	25	15	30	26
PRPF38B	267	315	335	188	333	368
FNDC7	0	0	0	0	1	0
STXBP3	259	269	350	233	327	373
AKNAD1	4	2	5	1	1	1
SRG7	0	0	1	0	0	0
GPSM2	227	150	509	158	166	199
CLCC1	389	388	457	334	619	604
WDR47	198	263	243	188	303	250
TAF13	155	144	131	114	162	191
TMEM167B	301	231	282	137	341	323
SCARNA2	0	1	0	0	3	0
C1orf194	0	0	0	0	0	0
KIAA1324	6	11	17	0	3	4
SARS	2463	2485	1760	694	2334	2785
CELSR2	174	334	184	50	305	232
PSRC1	59	76	96	8	58	49
MYBPHL	0	0	0	0	0	0
SORT1	1121	2127	1135	465	1535	1460
PSMA5	526	519	585	199	546	656
SYPL2	3	5	5	2	3	10
ATXN7L2	30	38	26	3	41	32
CYB561D1	121	95	130	33	152	137
AMIGO1	16	32	19	3	25	25
GPR61	0	0	0	0	0	0
GNAI3	1054	1185	1255	706	1291	1378
MIR197	1	0	1	0	1	0
GNAT2	0	1	0	1	0	0
AMPD2	536	518	494	102	548	475
GSTM4	38	38	38	12	60	53
GSTM2	83	77	56	23	81	91
GSTM1	24	16	3	4	18	14
GSTM5	0	0	0	0	0	0
GSTM3	196	200	192	85	214	204
EPS8L3	0	0	0	0	0	0
CSF1	977	1829	588	110	746	620
AHCYL1	941	1323	1130	483	1344	1341
STRIP1	313	362	317	87	388	368
ALX3	0	0	0	0	0	0
UBL4B	0	0	0	0	0	0
SLC6A17	0	2	0	0	0	0
KCNC4	0	1	0	0	3	5
LOC440600	0	1	0	0	0	0
RBM15	74	138	123	35	115	131
SLC16A4	186	198	179	125	312	275
LAMTOR5	398	405	391	144	465	499
PROK1	0	0	0	0	0	0
CYMP	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0
KCNA2	0	0	0	0	0	0
KCNA3	0	1	1	0	0	0
CD53	0	0	0	0	0	0
LRIF1	105	132	147	129	204	171
DRAM2	199	154	187	125	220	243
CEPT1	204	186	211	127	291	292
DENND2D	6	13	6	3	16	5
CHI3L2	2	2	3	1	7	9
CHIAP2	0	0	0	0	0	0
CHIA	0	0	0	0	0	0
PIFO	8	4	5	1	2	5
PGCP1	0	0	0	0	0	0
OVGP1	2	1	0	0	0	2
WDR77	282	303	328	83	366	282
ATP5F1	560	607	622	337	787	776
C1orf162	1	0	0	0	0	2
ADORA3	0	0	0	0	0	0
LOC100129269	0	0	2	0	1	0
RAP1A	370	318	404	290	404	504
FAM212B	141	51	60	15	60	59
LOC100506343	4	5	2	1	4	7
DDX20	203	245	202	130	222	296
KCND3	0	0	0	0	0	0
LOC643355	0	0	0	0	0	0
CTTNBP2NL	614	811	843	486	988	927
MIR4256	0	0	0	0	0	0
WNT2B	37	16	24	5	40	16
ST7L	123	117	142	58	178	147
CAPZA1	1554	1887	2074	1450	2693	2838
MOV10	657	683	514	109	655	614
RHOC	4181	3382	4136	679	3854	3055
PPM1J	8	11	7	0	7	6
FAM19A3	0	0	1	0	0	1
SLC16A1	1151	1393	987	504	1218	1281
AKR7A2P1	0	0	0	0	0	0
LRIG2	103	129	98	53	131	138
LOC643441	0	0	0	0	0	0
MAGI3	134	229	233	145	232	250
PHTF1	184	180	200	87	196	222
RSBN1	138	209	236	140	229	257
PTPN22	1	5	1	0	1	0
AP4B1-AS1	0	0	0	5	1	0
BCL2L15	2	1	1	1	0	1
AP4B1	117	115	126	40	146	138
DCLRE1B	97	114	102	42	112	121
HIPK1	509	778	704	308	885	842
OLFML3	672	130	366	52	299	217
SYT6	0	0	0	0	0	0
TRIM33	370	653	468	354	616	705
BCAS2	239	290	240	242	284	340
DENND2C	21	17	24	4	23	31
AMPD1	0	0	0	0	0	0
NRAS	897	1198	1106	735	1335	1321
CSDE1	5445	6523	5687	4158	7226	8031
SIKE1	377	455	438	334	562	553
SYCP1	0	0	0	0	0	0
TSHB	0	0	0	0	0	0
TSPAN2	9	8	1	2	5	1
NGF	5	15	5	3	5	2
VANGL1	471	664	613	231	855	659
CASQ2	4	4	1	5	0	3
NHLH2	0	0	0	0	0	0
SLC22A15	12	20	11	12	30	33
MAB21L3	0	0	0	0	0	1
ATP1A1	4200	4278	4559	1914	5978	5964
ATP1A1OS	6	8	10	127	14	10
CD58	46	63	48	67	76	93
IGSF3	139	88	69	63	373	429
MIR320B1	0	0	0	0	0	0
CD2	0	0	0	0	0	0
PTGFRN	1483	2026	906	507	1648	1468
CD101	2	10	3	3	9	4
TTF2	127	198	185	86	146	161
MIR942	0	0	0	0	0	0
TRIM45	51	45	33	14	45	45
VTCN1	0	1	0	0	0	1
MAN1A2	435	683	698	413	870	843
FAM46C	1	2	3	1	3	2
GDAP2	156	237	214	140	307	303
WDR3	366	424	428	219	490	574
SPAG17	0	0	0	5	0	1
TBX15	101	142	201	27	106	173
WARS2	166	239	174	79	202	237
HAO2	0	0	0	0	0	0
HSD3B2	0	0	0	0	0	0
HSD3B1	0	0	0	0	0	0
HSD3BP4	0	0	1	0	0	0
LINC00622	4	1	6	1	0	0
ZNF697	170	195	134	51	154	145
PHGDH	1788	1476	900	198	1268	1461
HMGCS2	1	2	0	2	5	13
REG4	0	0	0	0	0	0
NBPF7	0	0	1	0	0	0
ADAM30	0	0	0	0	0	0
NOTCH2	4952	5336	6752	1394	5400	4715
FAM72B	4	7	3	4	5	1
HIST2H2BA	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0
SRGAP2D	20	21	15	21	23	35
EMBP1	12	4	6	4	11	17
ANKRD20A12P	0	0	0	0	0	3
LOC100130000	0	0	0	0	0	0
FLJ39739	0	0	0	0	0	0
LOC100286793	0	0	0	0	0	0
PPIAL4G	0	0	0	0	0	0
FAM72D	0	0	2	2	4	2
LINC00623	0	0	0	0	0	0
LOC728875	2	1	0	0	0	1
PPIAL4C	0	0	0	0	0	0
PPIAL4B	0	0	0	0	0	0
PPIAL4A	0	0	0	0	0	0
PFN1P2	0	0	0	0	0	0
NBPF9	22	37	39	11	44	38
LOC653513	0	0	3	1	2	0
PDE4DIP	767	583	1172	461	1323	1080
SEC22B	1053	1068	1190	535	1325	1212
NOTCH2NL	98	146	154	57	107	119
NBPF10	68	101	158	35	132	108
HFE2	0	0	0	0	0	1
TXNIP	4039	4634	1688	806	2993	5200
POLR3GL	193	201	167	98	259	266
ANKRD34A	21	20	19	7	32	12
LIX1L	296	390	345	115	381	398
RBM8A	533	624	584	441	669	731
GNRHR2	2	3	3	107	6	7
PEX11B	255	297	248	110	380	407
ITGA10	386	648	403	32	605	407
ANKRD35	38	50	31	1	25	9
PIAS3	682	985	850	168	1136	923
NUDT17	17	14	5	4	18	7
POLR3C	253	254	231	98	297	343
RNF115	205	244	250	123	277	358
CD160	0	0	0	0	0	0
PDZK1	1	1	0	1	0	0
GPR89A	1	1	2	1	7	5
GPR89C	0	0	0	0	0	0
PDZK1P1	0	0	0	0	0	0
NBPF11	0	0	0	0	0	0
NBPF24	0	0	0	0	0	0
HYDIN2	0	0	0	0	0	0
LOC728989	0	0	0	1	1	0
PRKAB2	210	226	187	91	282	258
PDIA3P	43	37	30	20	50	50
FMO5	6	3	8	3	5	14
CHD1L	261	311	325	121	397	374
LINC00624	0	1	0	0	0	0
BCL9	327	432	338	77	394	417
ACP6	52	56	73	23	52	68
GJA5	0	1	0	0	0	0
GJA8	0	0	0	0	0	0
GPR89B	0	0	0	0	0	0
MIR5087	0	0	0	0	0	0
NBPF14	21	32	48	23	60	56
PPIAL4F	0	0	0	0	0	0
PPIAL4D	0	0	0	0	0	0
NBPF15	16	21	11	1	10	5
NBPF16	2	3	0	0	2	0
PPIAL4E	0	0	0	0	0	0
LOC645166	46	40	42	23	67	78
LOC388692	6	13	12	7	19	39
FCGR1C	0	0	0	0	0	0
FAM91A2	1	2	3	0	2	1
HIST2H2BF	0	0	1	0	1	0
FCGR1A	0	0	0	0	0	0
HIST2H3D	0	0	0	0	0	0
HIST2H4A	0	0	0	0	0	0
HIST2H4B	0	0	0	0	0	0
HIST2H3C	0	0	0	0	0	0
HIST2H3A	0	0	0	0	0	0
HIST2H2AA4	0	0	0	0	0	0
HIST2H2AA3	0	0	0	0	0	0
HIST2H2BC	1	0	1	1	1	3
HIST2H2BE	61	99	60	22	109	79
HIST2H2AC	1	0	1	0	1	3
HIST2H2AB	0	0	0	0	0	0
BOLA1	32	34	42	8	19	26
SV2A	346	457	323	73	422	398
SF3B4	550	639	632	164	714	622
MTMR11	102	89	137	27	113	101
OTUD7B	239	301	276	75	340	355
VPS45	328	372	360	214	409	453
PLEKHO1	304	284	297	66	266	269
ANP32E	606	792	819	546	719	873
CA14	3	0	0	2	1	1
APH1A	946	1014	906	120	985	874
C1orf54	34	27	19	14	35	33
C1orf51	12	18	10	6	15	14
MRPS21	333	298	372	140	408	502
PRPF3	209	202	236	105	226	273
RPRD2	472	600	578	248	696	666
TARS2	184	188	180	45	182	178
ECM1	844	111	396	48	564	331
LINC00568	0	1	1	0	0	0
ADAMTSL4	186	147	229	34	226	199
MIR4257	0	0	0	0	0	0
MCL1	3054	3074	4241	1815	4215	4321
ENSA	647	628	636	255	677	753
GOLPH3L	204	254	218	121	274	241
HORMAD1	0	2	1	0	0	0
CTSS	29	14	14	14	30	37
CTSK	140	12	28	85	374	230
ARNT	377	384	434	174	495	509
SETDB1	349	394	331	108	420	375
CERS2	1336	1465	1311	392	1956	1793
ANXA9	0	2	1	4	0	0
FAM63A	145	166	119	30	170	148
PRUNE	65	97	64	34	84	84
BNIPL	0	1	1	2	3	5
C1orf56	32	27	35	12	43	45
CDC42SE1	382	511	533	153	533	548
MLLT11	616	853	536	342	875	659
GABPB2	38	28	66	20	30	50
SEMA6C	100	100	59	10	76	75
TNFAIP8L2	0	0	0	0	0	0
TNFAIP8L2-SCNM1	0	0	0	0	0	0
LYSMD1	36	43	57	16	59	61
SCNM1	0	2	2	0	2	0
TMOD4	0	2	0	0	0	0
VPS72	335	325	284	76	359	369
PIP5K1A	432	560	577	172	652	675
PSMD4	668	609	577	190	654	680
ZNF687	213	229	151	24	230	146
PI4KB	765	836	813	215	1069	883
RFX5	264	304	284	76	300	252
SELENBP1	139	117	109	20	136	189
PSMB4	1528	1525	1428	340	1782	1693
POGZ	442	643	546	186	570	589
CGN	11	5	2	3	7	6
TUFT1	217	124	98	34	121	112
MIR554	0	0	1	0	0	0
SNX27	442	549	472	211	621	584
CELF3	0	0	0	0	0	0
RIIAD1	0	0	0	0	0	0
MRPL9	362	359	394	161	391	401
OAZ3	6	3	7	6	8	9
TDRKH	16	28	36	27	26	33
LINGO4	0	0	0	0	0	0
RORC	0	0	0	0	0	0
C2CD4D	0	0	0	0	0	0
LOC100132111	6	0	7	0	1	5
THEM5	0	0	0	0	0	1
THEM4	102	106	102	37	130	143
S100A10	3222	2345	3580	1973	4373	4190
S100A11	4383	3228	4479	1034	5594	3784
TCHHL1	0	0	0	0	0	0
TCHH	0	0	0	0	0	1
RPTN	0	0	0	0	0	0
HRNR	0	0	0	0	0	0
FLG	0	0	0	0	0	0
FLG2	0	0	0	0	0	0
CRNN	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0
KPRP	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
SMCP	0	0	0	0	0	0
IVL	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
LELP1	0	0	0	0	0	0
PRR9	0	0	0	0	0	0
LOR	0	0	0	0	0	0
PGLYRP3	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0
S100A9	0	0	0	0	0	0
S100A12	0	0	0	0	0	0
S100A8	0	0	0	0	0	0
S100A7A	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0
S100A7	0	0	0	0	0	0
S100A6	4597	2510	3234	1931	7461	9541
S100A5	0	0	1	0	1	1
S100A4	261	37	233	72	292	201
S100A3	14	4	9	0	4	5
S100A2	10	10	13	2	22	15
S100A16	1624	1449	2519	386	2244	1390
S100A14	0	1	0	0	0	1
S100A13	344	290	390	155	437	505
S100A1	0	0	1	1	0	1
CHTOP	356	349	396	123	381	397
SNAPIN	224	237	205	74	260	277
ILF2	1300	1472	1535	633	1624	1681
NPR1	2	1	6	0	1	4
INTS3	521	649	592	165	775	618
SLC27A3	87	63	73	7	77	71
GATAD2B	534	708	528	172	770	761
DENND4B	335	394	332	51	365	293
CRTC2	190	199	192	23	256	191
SLC39A1	862	816	873	150	879	728
CREB3L4	17	23	23	1	20	37
JTB	687	481	571	137	698	614
RAB13	849	615	690	305	950	991
RPS27	3	2	5	0	4	5
NUP210L	0	0	2	0	1	1
TPM3	2643	3132	3683	1901	3404	3362
MIR190B	0	0	0	0	0	0
C1orf189	1	0	0	0	0	1
C1orf43	851	931	878	241	1074	1014
UBAP2L	1798	2024	1934	595	2581	2271
HAX1	465	511	419	66	549	452
AQP10	0	0	0	0	0	0
ATP8B2	851	856	1011	219	1224	1070
IL6R	139	201	139	56	279	371
SHE	0	1	0	0	0	1
TDRD10	0	0	0	0	0	0
UBE2Q1	621	637	669	281	907	748
CHRNB2	2	1	0	0	2	3
ADAR	2518	3733	2876	1010	3740	3462
KCNN3	29	15	28	2	6	3
PMVK	142	138	128	47	164	151
PBXIP1	726	691	354	85	624	597
PYGO2	317	309	264	41	273	260
SHC1	3314	3784	2924	667	4783	4064
CKS1B	13	11	9	7	22	14
MIR4258	0	0	0	0	0	0
FLAD1	223	199	180	24	207	175
LENEP	0	0	0	0	0	0
ZBTB7B	201	156	176	27	215	173
DCST2	0	0	0	0	0	0
DCST1	0	0	0	0	0	0
LOC100505666	1	2	7	0	3	3
ADAM15	1264	951	1126	120	1397	1063
EFNA4	62	60	37	11	62	53
EFNA3	8	4	11	1	13	7
EFNA1	5	15	7	2	14	18
SLC50A1	223	209	258	61	259	275
DPM3	103	92	95	23	129	111
KRTCAP2	381	355	383	104	521	386
TRIM46	50	65	37	5	80	44
MUC1	80	93	66	9	157	116
MIR92B	0	0	0	0	0	0
THBS3	580	716	409	109	682	546
MTX1	84	108	104	16	101	99
GBAP1	5	7	8	1	9	8
GBA	384	437	365	83	499	395
FAM189B	477	521	411	50	643	446
SCAMP3	728	652	607	106	837	645
